,manhattan,tip,dist,speed,pass
1322919,2,4,1,1,3
1323485,2,1,1,2,1
1324154,1,2,6,4,1
1325052,1,1,6,5,1
1325573,2,1,2,2,1
1325714,2,2,1,2,1
1325716,2,6,1,1,2
1325744,2,4,2,2,3
1325799,2,2,1,2,1
1326420,1,1,5,3,1
1326530,1,1,5,2,1
1326780,1,1,3,4,1
1326908,1,1,2,2,1
1327086,2,5,6,4,1
1327095,2,1,6,3,2
1394570,1,1,6,4,1
1394662,1,1,2,4,1
1394680,1,4,4,4,1
1394748,1,4,6,6,1
1395007,1,1,1,2,3
1396221,1,4,3,4,1
1396226,1,1,6,4,2
1396562,2,1,4,3,1
1397412,1,4,5,4,2
1398150,2,1,1,2,1
1398333,2,1,1,2,1
1398362,2,2,2,3,1
1398405,2,3,3,2,1
1398997,1,4,2,5,1
1399040,2,1,1,2,1
1399084,2,4,2,3,2
1399322,1,1,3,4,2
1399340,1,4,4,3,4
1399658,2,1,6,3,1
1399846,1,2,2,4,1
1399888,1,5,4,4,4
1400118,1,1,1,1,4
1400167,1,4,2,3,1
1400378,2,6,1,1,3
1400625,2,3,1,2,2
1401200,2,1,3,3,1
1401500,1,1,1,2,1
1401709,2,6,3,4,4
1403117,2,4,4,3,1
1403343,2,5,1,2,3
1403474,2,5,1,2,3
1403550,2,2,3,3,1
1403576,2,2,1,1,1
1403589,2,2,3,2,1
1403781,1,3,3,3,1
1404166,1,1,3,6,1
1404740,1,1,2,3,1
1404805,2,1,6,4,1
1405391,1,4,6,4,2
1405808,2,1,1,2,1
1405853,2,3,1,2,2
1406360,1,4,2,2,2
1406628,1,2,2,4,1
1406666,1,6,5,4,4
1406901,2,5,2,3,1
1407598,1,1,2,2,1
1408068,1,1,6,4,1
1408485,2,3,3,2,1
1408518,2,2,1,2,1
1408535,2,1,1,2,1
1408727,2,2,4,5,4
1408932,1,5,6,4,3
1408951,1,4,1,2,2
1409755,1,1,1,2,2
1410175,1,1,2,2,1
1410588,1,1,6,5,1
1410676,2,1,1,2,1
1410997,2,2,1,2,1
1411513,1,5,1,1,1
1411668,1,1,6,4,1
1411701,1,1,1,2,1
1412604,1,1,2,4,1
1412776,1,1,5,3,1
1412892,1,1,5,4,1
1412948,1,5,1,2,1
1413660,2,1,2,2,1
1413700,2,1,1,2,1
1413719,2,6,1,1,4
1413804,2,2,3,1,1
1414010,1,2,5,4,1
1414676,1,4,4,3,1
1414836,1,1,6,6,3
1415090,1,1,4,4,1
1415173,2,6,6,4,2
1415412,1,1,5,5,1
1415871,2,5,1,1,3
1415943,2,1,2,1,1
1416674,1,1,4,3,1
1416736,1,4,4,3,1
1416757,2,4,1,2,3
1416996,1,1,2,4,1
1417015,1,1,6,3,2
1417256,2,1,4,4,1
1417500,1,1,5,4,1
1417610,1,1,6,6,1
1417861,1,4,6,4,1
1417869,1,1,6,4,1
1419030,2,2,1,1,1
1419170,2,3,1,2,2
1419758,1,1,1,1,1
1419777,2,2,2,2,1
1419842,1,1,4,4,1
1420123,1,1,1,1,1
1420352,2,1,6,4,1
1420596,1,3,5,6,3
1421073,2,4,1,1,2
1421380,2,1,3,3,1
1421399,2,1,3,2,1
1422973,1,4,4,5,1
1423072,1,4,6,5,1
1423336,1,6,1,1,1
1424063,2,4,2,3,2
1424173,2,4,3,2,1
1424212,2,4,1,1,2
1424317,2,4,2,2,2
1424450,1,6,5,4,4
1424917,1,1,3,4,1
1425023,2,2,2,2,1
1426322,1,3,5,4,2
1426549,2,6,1,1,3
1426987,1,1,1,2,1
1427278,1,3,4,6,4
1427887,1,1,2,2,3
1428266,1,1,2,2,1
1428876,1,1,6,4,1
1429037,2,6,3,5,1
1429092,1,1,6,4,1
1429398,2,3,1,1,2
1429444,2,2,3,3,1
1429652,1,2,2,2,1
1430207,2,3,1,4,1
1430277,1,3,1,2,1
1430786,1,1,6,6,1
1431578,1,3,6,5,1
1431676,2,3,2,3,1
1432244,1,1,1,2,1
1432476,1,1,4,6,1
1432536,1,2,1,2,1
1432764,1,1,4,5,4
1433339,1,4,5,6,1
1433486,1,1,1,1,1
1434393,2,4,1,2,2
1434599,2,1,1,3,1
1434608,2,1,2,3,1
1435271,1,1,3,3,1
1436134,1,4,2,4,2
1436402,1,1,6,6,4
1436710,1,2,4,5,1
1437070,1,1,4,6,1
1437530,2,5,3,2,4
1437694,1,1,2,4,4
1437760,1,1,6,5,1
1438439,1,1,2,4,1
1438452,1,1,2,5,4
1438629,1,4,6,6,4
1438868,1,1,1,2,1
1438877,1,1,5,4,2
1439836,2,1,3,6,3
1440556,2,3,2,3,2
1441077,1,1,2,3,1
1441101,2,6,6,4,1
1441462,1,1,4,5,1
1442614,1,2,3,4,1
1442875,1,1,2,4,4
1443177,2,3,4,5,1
1443903,1,1,3,3,2
1444402,1,1,1,2,1
1444544,2,2,2,3,2
1444586,2,1,2,4,1
1444607,2,4,2,3,2
1445015,2,1,4,6,2
1445364,1,1,6,6,1
1446273,2,1,6,6,2
1446316,2,4,6,6,1
1446410,1,5,6,6,1
1446812,1,1,2,3,3
1447055,2,1,1,1,3
1447111,1,1,1,2,1
1447212,2,3,1,2,2
1447325,2,3,1,2,1
1447503,1,4,3,5,1
1447831,1,5,2,4,4
1448014,1,1,3,4,4
1448015,1,1,1,2,1
1448088,1,1,4,6,1
1448138,1,4,4,5,2
1448453,1,1,1,3,1
1448879,1,1,4,6,2
1448938,1,4,6,6,4
1449139,1,1,2,3,1
1449794,1,1,5,6,3
1450236,2,1,5,4,1
1450274,2,2,1,3,1
1451396,1,1,2,3,1
1451501,2,4,1,3,1
1519417,1,1,2,3,1
1519559,2,2,5,2,1
1519634,1,2,5,4,1
1519714,1,1,2,1,1
1520028,1,1,4,6,4
1520374,1,1,3,3,1
1520516,1,6,3,3,3
1520560,1,1,4,3,1
1520565,1,4,1,2,2
1520642,1,1,4,5,1
1520991,2,1,3,3,1
1521022,1,1,2,5,4
1521638,1,1,1,3,1
1521686,1,1,1,1,1
1522908,1,3,6,4,1
1523378,1,1,2,5,1
1523502,2,2,2,2,1
1523738,1,1,3,4,2
1524693,2,1,2,2,1
1525013,2,1,1,2,1
1525742,1,2,3,4,2
1526133,2,2,2,3,1
1528150,1,1,4,2,1
1528679,2,1,3,4,1
1529362,1,1,2,1,2
1529718,1,4,1,3,1
1529865,2,1,1,1,1
1530228,2,1,1,2,1
1530268,2,6,2,2,3
1531586,1,4,4,6,2
1531936,1,1,6,5,1
1532162,1,2,5,4,1
1532492,1,1,1,2,4
1532526,1,5,1,3,1
1533176,2,3,1,1,2
1533181,2,6,2,2,3
1533242,1,1,5,5,1
1534405,2,5,6,5,1
1535140,2,1,3,2,1
1535165,2,4,2,2,2
1535356,2,1,2,2,1
1535421,2,4,1,2,2
1535450,2,1,2,2,1
1535914,1,6,3,3,4
1536050,1,1,2,3,1
1536140,1,1,3,5,3
1536156,1,1,4,3,2
1536444,1,1,4,4,1
1536948,1,1,2,4,1
1537058,1,1,6,6,1
1537081,1,4,4,4,1
1537165,1,3,1,1,1
1537236,1,1,4,5,1
1538216,2,1,1,2,1
1538399,2,2,1,2,1
1538464,1,1,1,1,1
1539009,2,3,2,2,2
1539021,2,1,2,1,1
1539063,2,3,1,2,2
1539127,1,4,3,3,1
1539623,2,3,6,6,1
1540408,1,1,2,2,2
1540816,1,1,1,2,4
1541628,1,1,4,6,1
1541844,1,1,6,6,1
1542262,1,4,6,5,1
1542314,1,1,1,1,1
1542420,1,1,5,5,1
1543095,2,2,3,4,1
1543260,2,4,3,2,1
1543439,2,3,1,2,2
1543445,2,4,3,2,1
1543455,2,4,2,3,3
1543549,2,6,2,2,4
1543557,2,4,3,2,4
1544236,2,3,2,3,2
1544247,2,3,1,2,2
1544638,1,2,2,3,1
1544769,2,6,6,5,3
1545708,2,1,1,2,1
1545839,2,6,1,3,1
1546394,2,4,3,3,1
1546922,1,1,3,6,2
1547100,1,1,6,4,1
1547488,1,3,6,5,1
1548290,1,1,5,6,1
1548711,2,1,1,3,1
1548812,1,1,2,3,1
1548832,1,1,1,2,1
1548904,1,1,3,3,1
1549396,2,2,4,3,1
1549460,1,3,3,2,1
1549869,1,1,1,2,1
1549998,2,5,5,4,4
1550015,2,1,1,2,1
1550196,1,3,5,6,3
1550716,2,6,2,1,3
1550791,1,3,1,2,2
1550810,1,1,6,5,1
1550892,2,1,1,2,1
1550980,2,2,3,4,1
1551023,2,1,5,4,1
1552630,1,4,6,6,1
1552749,1,1,2,2,1
1553076,1,1,4,6,1
1553148,1,1,6,6,1
1553454,2,2,1,2,1
1553810,2,5,1,2,4
1553884,2,3,3,3,1
1554020,1,2,2,2,1
1554084,1,6,5,4,1
1554516,1,1,5,6,1
1554599,2,3,3,3,2
1554623,2,1,2,1,2
1555092,1,1,5,2,1
1555345,1,1,3,3,2
1555380,1,3,5,6,1
1555408,1,1,4,5,1
1555413,1,2,2,5,1
1556072,2,1,3,3,1
1556388,1,6,6,6,1
1556695,1,4,2,3,2
1558226,1,1,6,6,2
1558637,2,1,4,4,1
1558863,2,3,1,2,2
1559726,1,1,5,6,1
1559788,2,2,2,3,1
1559810,1,4,5,4,4
1560325,2,2,5,6,1
1560548,1,1,3,5,1
1560583,1,3,4,5,1
1560818,1,1,6,5,1
1560894,1,4,2,5,1
1560988,2,2,4,4,2
1561302,2,4,4,2,1
1561370,2,3,2,2,2
1561428,1,1,6,6,1
1561533,1,1,4,6,1
1562940,1,4,3,4,1
1564175,2,2,1,2,1
1564178,2,1,1,2,1
1564228,2,2,2,3,1
1564366,1,4,4,5,1
1564413,1,4,3,4,4
1564562,1,1,6,4,1
1564593,1,1,1,2,4
1564863,1,1,3,4,4
1565354,1,4,2,5,1
1565509,2,6,6,5,4
1565548,2,4,6,5,1
1565695,1,1,2,3,1
1566191,2,3,2,3,2
1566215,2,2,1,1,1
1566224,2,1,1,1,1
1566556,2,6,3,2,4
1567088,2,4,2,2,2
1567132,2,3,4,3,1
1567390,1,4,3,3,1
1567638,2,4,5,3,1
1567647,2,3,3,3,2
1568254,1,1,2,3,1
1569464,2,2,1,2,2
1569872,1,4,6,4,2
1570117,2,4,1,2,3
1570591,1,3,3,5,1
1571311,1,4,3,3,1
1571701,2,1,1,2,1
1572261,1,1,1,3,1
1572318,2,1,4,4,2
1573511,1,1,1,2,1
1574047,1,4,2,2,1
1574621,2,4,1,3,4
1574649,2,1,1,2,1
1575278,1,1,1,1,1
1575341,2,3,1,3,2
1575396,1,1,6,6,1
1575424,1,3,1,2,1
1575740,1,1,1,3,1
1575885,2,1,6,6,1
1643997,2,1,2,1,1
1644088,1,4,2,1,1
1644276,2,5,1,2,3
1644410,1,6,3,3,1
1644470,1,1,2,3,1
1645418,1,1,4,4,3
1646354,1,1,6,3,1
1646981,2,1,2,2,1
1647429,1,4,3,2,1
1647540,1,1,6,5,1
1647911,2,1,3,2,1
1648492,2,6,5,2,2
1648658,1,6,2,3,4
1648945,1,1,2,3,1
1649212,2,5,2,1,3
1649498,2,1,2,1,1
1650492,1,1,4,4,1
1650536,2,2,4,1,1
1650591,2,1,3,1,1
1651214,1,1,1,1,2
1652213,1,6,3,2,4
1652336,2,1,2,2,1
1652380,2,1,2,2,4
1652527,1,1,1,1,1
1652652,1,1,6,5,1
1653061,2,1,1,1,1
1653095,2,4,3,2,3
1653633,2,2,4,3,1
1654130,1,1,6,2,1
1654183,1,1,3,2,1
1654281,2,2,1,1,1
1654352,2,2,1,1,1
1654356,2,6,2,2,1
1654391,2,6,2,1,3
1655138,1,4,3,2,2
1655216,2,1,2,1,1
1655344,1,1,1,1,1
1655762,2,3,4,2,1
1656866,1,1,6,1,4
1657308,2,3,2,1,4
1657359,2,2,1,1,1
1657449,2,1,2,1,1
1657666,1,1,1,1,1
1657692,1,4,6,3,4
1658686,1,1,1,2,1
1658862,2,6,6,3,1
1659079,1,4,5,3,2
1659088,1,2,5,3,1
1659356,1,1,2,2,1
1659391,1,1,1,2,1
1659465,2,3,1,1,2
1659714,1,1,3,2,1
1659794,2,2,3,2,1
1660444,2,4,2,2,1
1660445,2,3,1,1,1
1660501,1,1,2,2,1
1661474,1,3,5,4,2
1661527,1,6,6,3,4
1661652,1,1,6,4,1
1662948,1,3,5,3,2
1662967,1,3,1,1,1
1663164,1,1,5,4,1
1663706,1,1,4,4,1
1663868,1,5,1,2,1
1663990,1,1,2,1,1
1664765,2,1,3,2,1
1664828,1,4,2,4,4
1664892,1,4,5,3,4
1665623,2,6,4,2,4
1666132,2,4,5,2,1
1668088,1,2,4,2,1
1668609,2,4,2,1,3
1669184,2,3,6,4,2
1669230,2,1,6,5,1
1669394,1,5,2,3,3
1669832,2,1,1,1,1
1669949,2,2,2,2,3
1670236,2,1,2,1,1
1670769,2,4,2,2,2
1670807,2,4,4,3,1
1670971,1,1,1,1,1
1671874,1,4,6,3,1
1671895,1,6,6,4,4
1673000,2,1,2,1,1
1674280,1,4,2,1,1
1674431,2,1,2,3,1
1674631,1,4,5,5,2
1675062,2,1,1,1,1
1675308,2,1,1,1,1
1675396,2,6,3,4,2
1675897,1,1,1,1,1
1676080,1,1,3,2,1
1676287,1,1,2,1,3
1676461,2,4,2,4,1
1677837,2,5,4,4,4
1678261,2,4,1,1,3
1678370,2,2,1,1,1
1678538,1,3,6,4,2
1678682,1,4,6,6,1
1679474,1,4,5,4,1
1679615,2,6,1,3,1
1680084,1,4,6,5,2
1680444,1,1,6,3,1
1680493,2,1,1,2,1
1680527,2,1,4,2,3
1680599,2,3,3,1,2
1681058,1,3,3,4,1
1681490,1,1,6,3,1
1682316,1,1,6,4,1
1682676,1,1,6,6,1
1683225,2,3,1,1,1
1683268,2,2,1,2,1
1683517,2,4,2,2,2
1683558,2,2,1,1,1
1683650,1,1,5,4,1
1683684,1,4,1,1,1
1684164,2,4,2,2,1
1684741,2,1,6,6,1
1684908,1,2,6,6,2
1685502,2,6,1,1,4
1685519,2,2,3,2,1
1685727,2,3,2,2,2
1686280,1,4,2,1,2
1686325,2,1,1,2,1
1686636,1,1,6,3,1
1686869,2,4,3,3,1
1687284,1,1,2,5,2
1688004,1,1,6,6,1
1688234,2,1,2,3,1
1688255,2,4,2,1,1
1688596,2,1,1,1,1
1688815,1,1,1,1,1
1689222,1,1,4,4,1
1689266,1,1,3,4,1
1689348,2,1,2,2,1
1689986,1,1,6,6,4
1690485,1,2,4,5,1
1690857,2,1,2,2,1
1691426,1,5,3,3,1
1692468,1,1,3,5,1
1692631,1,4,6,3,1
1692874,1,5,2,1,3
1693153,1,1,1,1,4
1693741,2,3,3,3,3
1693850,2,3,2,2,2
1693919,2,1,1,1,1
1694484,1,1,5,3,1
1695794,2,2,1,1,1
1695824,2,1,1,1,1
1695868,2,3,2,1,1
1695870,2,4,1,1,2
1696095,2,2,2,2,2
1696113,2,4,1,1,2
1696614,1,4,4,3,1
1696754,1,1,2,3,1
1696860,1,2,4,2,3
1697197,2,4,2,4,3
1697724,1,2,5,4,4
1697824,1,5,6,5,4
1697870,1,1,1,1,2
1698776,2,1,1,1,1
1698891,1,1,1,5,1
1698920,2,2,2,2,1
1698992,2,4,2,2,3
1699110,2,2,1,1,1
1699758,2,4,2,2,2
1767910,1,3,2,3,1
1767924,1,2,5,5,1
1767996,1,2,6,5,1
1768332,2,1,2,1,1
1768341,2,2,2,2,1
1768404,2,1,2,2,1
1768730,2,5,2,1,3
1769206,1,4,2,2,2
1769248,1,3,4,3,1
1769330,1,3,2,2,1
1769810,2,2,4,3,2
1769934,1,1,1,4,1
1770338,1,1,5,5,1
1770922,1,4,2,2,1
1771682,2,4,1,1,2
1772776,1,5,2,2,4
1772820,1,5,5,4,3
1772908,2,2,5,3,1
1772930,1,1,6,3,1
1773076,1,4,5,3,1
1773141,1,3,4,3,2
1773551,2,6,2,2,4
1773556,2,1,1,1,1
1774448,2,3,2,2,1
1775124,1,1,6,6,1
1775540,1,1,6,4,1
1775666,1,4,2,3,4
1776890,1,1,5,2,1
1776962,1,1,5,2,1
1777516,2,2,2,2,1
1777918,1,2,1,2,1
1778810,2,6,1,1,4
1778888,1,1,1,1,4
1779030,2,4,4,2,1
1779039,2,3,2,2,1
1779069,2,3,1,2,2
1779207,1,1,1,2,2
1779718,1,1,1,2,1
1779804,1,3,4,3,1
1780706,1,5,5,3,2
1780724,1,5,6,3,3
1780812,1,2,6,4,4
1781903,2,1,1,2,1
1782938,1,1,3,2,1
1783154,1,1,5,4,1
1783232,2,6,6,4,2
1783237,2,3,6,4,1
1783956,2,1,2,2,2
1783972,2,2,3,4,1
1784036,1,1,2,2,1
1784282,2,1,2,1,1
1784484,1,1,5,4,1
1784861,2,4,1,1,1
1785366,2,4,4,2,1
1785674,1,1,5,3,2
1786730,2,2,2,3,1
1786734,2,2,1,1,1
1787236,2,4,1,1,3
1789103,2,2,2,2,1
1789180,2,1,1,1,1
1789199,2,4,1,1,2
1789353,2,1,3,2,1
1789444,2,3,2,4,2
1790086,1,1,1,1,1
1790316,1,4,5,4,1
1790504,2,2,4,3,2
1790509,2,3,3,4,2
1790559,2,1,3,3,1
1791181,1,1,1,1,1
1791182,1,1,2,5,3
1791254,1,1,1,2,1
1792532,1,6,2,2,4
1793157,1,2,2,2,1
1793485,1,5,2,3,1
1794293,2,5,2,1,2
1794340,2,1,3,4,1
1794394,1,1,1,2,1
1795223,2,3,4,3,1
1795229,2,5,1,2,2
1795284,1,1,6,3,2
1795356,1,1,4,2,1
1797095,2,2,1,1,1
1798164,1,3,5,3,1
1798252,2,1,2,2,1
1798804,2,1,2,4,2
1800324,1,2,6,5,1
1800373,2,1,1,2,1
1800650,1,1,5,4,1
1800684,1,3,6,4,1
1800873,2,3,4,5,1
1801549,1,2,1,1,1
1801748,1,1,2,2,4
1801764,1,4,5,3,1
1802284,2,6,1,1,3
1802676,2,1,1,2,1
1802833,1,4,2,2,4
1804620,2,2,2,1,1
1804636,2,4,3,1,1
1804977,2,1,1,2,1
1805541,1,1,1,3,1
1806879,1,1,5,6,1
1809152,2,2,6,5,1
1809290,1,1,6,5,1
1809820,2,2,4,4,1
1809914,2,3,1,1,2
1809935,2,1,1,1,4
1810134,2,2,3,1,1
1810202,2,5,2,1,3
1810824,1,1,5,5,1
1812647,2,3,1,1,1
1813044,2,3,1,1,3
1813079,2,4,4,4,1
1813158,2,2,1,1,1
1813212,1,3,6,3,1
1814220,1,1,5,4,1
1814391,2,6,5,4,1
1814608,1,4,5,4,1
1815057,2,6,1,1,4
1815131,1,3,2,2,1
1815317,2,6,1,2,4
1815482,1,1,3,6,1
1815842,1,6,3,3,4
1816004,1,1,2,2,2
1816197,1,1,5,5,1
1816598,1,1,4,4,1
1816994,1,3,5,6,1
1817061,1,3,6,6,4
1817101,1,2,1,2,2
1817205,1,2,1,2,1
1817797,2,1,3,2,1
1817805,2,4,4,3,3
1817858,1,1,6,5,1
1818012,2,2,2,1,3
1818047,2,4,2,2,2
1818191,2,1,1,1,1
1818224,2,1,2,2,1
1818301,2,1,2,2,1
1818434,1,1,5,3,2
1818900,1,1,5,4,2
1819559,2,3,6,4,1
1819966,1,1,2,5,1
1820223,2,2,1,1,1
1820457,2,1,3,3,1
1820511,2,1,2,2,1
1821276,1,1,4,2,3
1822099,1,2,2,3,1
1822212,1,6,2,2,2
1822231,1,4,6,6,4
1823522,2,1,1,1,1
1823525,2,3,3,2,1
1823566,1,3,6,4,4
1824110,1,1,3,5,1
1824748,2,1,6,5,1
1892340,1,4,5,5,2
1892602,1,3,2,2,3
1892719,1,1,3,3,1
1892788,2,1,1,1,1
1892882,1,6,5,2,3
1893117,2,4,1,2,3
1893143,2,1,3,2,1
1893255,1,2,1,1,1
1893655,1,3,2,3,1
1893669,1,4,1,2,1
1893680,2,2,2,2,2
1893681,2,1,2,2,1
1893852,1,1,4,4,1
1894538,1,1,5,5,1
1895050,1,1,2,1,1
1895122,1,1,2,2,1
1895258,1,1,6,4,1
1895383,1,3,3,2,1
1895553,2,2,2,2,1
1895912,2,6,1,1,3
1895956,2,3,1,1,2
1895957,2,3,3,2,1
1896212,1,1,2,1,1
1896228,1,1,5,3,1
1896686,1,1,6,5,4
1896724,2,1,3,2,1
1896790,1,6,3,2,1
1897210,1,2,4,3,1
1897380,1,1,6,6,1
1897524,1,1,5,5,2
1897782,1,1,1,1,2
1898128,1,1,5,2,1
1898271,2,4,2,2,3
1898327,2,4,3,2,3
1898343,2,3,1,1,2
1900045,1,4,4,2,1
1900260,1,2,5,4,2
1900298,1,3,6,3,1
1900737,2,4,2,2,2
1900749,2,2,4,2,1
1901116,2,1,5,3,1
1901181,2,1,1,1,1
1901212,2,1,3,3,1
1901241,2,6,1,2,4
1901286,2,2,1,1,1
1901306,1,1,5,2,1
1901371,1,4,6,3,1
1901810,1,2,3,3,2
1902506,2,6,5,4,2
1903116,2,4,2,1,1
1903250,1,2,5,2,1
1903527,2,1,1,1,1
1904087,2,4,4,2,2
1904135,1,1,4,5,1
1904868,1,1,6,6,1
1905444,1,1,6,4,1
1906956,1,1,6,5,1
1907661,2,1,6,5,1
1907711,2,5,1,2,1
1908180,1,5,6,5,3
1908335,2,4,2,2,2
1908423,2,4,2,1,2
1908626,2,1,3,2,1
1908628,2,1,3,3,1
1908630,2,2,4,2,1
1908669,2,3,1,2,2
1908900,1,1,6,4,4
1909829,1,1,1,1,2
1910378,1,3,1,2,3
1911780,1,1,5,4,1
1912572,1,3,5,5,1
1912821,1,4,1,3,1
1912877,2,1,1,1,1
1912887,2,5,6,4,1
1913594,2,2,1,1,1
1913607,2,3,2,1,2
1913879,2,2,3,2,1
1914962,2,5,4,4,1
1915655,1,1,1,2,1
1916100,1,6,6,4,1
1916548,2,1,1,2,1
1916694,2,5,1,1,3
1916703,2,1,2,2,1
1916724,2,6,1,1,4
1916733,2,2,1,1,1
1916765,2,1,1,2,1
1916797,2,2,2,2,1
1916834,2,1,1,1,1
1917074,1,1,6,5,2
1917568,1,4,1,1,3
1918058,2,1,6,5,1
1918677,2,3,2,1,1
1918775,2,2,2,2,1
1918855,1,2,2,2,1
1918882,1,4,2,2,3
1918957,2,1,1,2,1
1918994,2,1,3,3,1
1919554,1,4,3,3,4
1919684,1,5,2,2,3
1919772,1,1,4,3,1
1920060,1,4,4,6,1
1920564,1,1,3,5,1
1920957,1,1,2,3,1
1920970,1,4,1,2,4
1921730,2,1,1,1,1
1921743,2,3,1,1,1
1921943,2,3,4,2,2
1921980,2,3,4,3,1
1922020,2,1,1,1,1
1923482,1,4,6,6,1
1923921,2,1,1,1,1
1924228,2,2,3,3,2
1924247,2,1,3,2,1
1926877,2,6,2,1,3
1926914,2,2,1,1,2
1926918,2,3,1,1,1
1927127,2,1,4,4,1
1927204,2,1,1,1,1
1927226,1,5,5,5,1
1927298,1,5,5,4,1
1928254,1,1,1,2,1
1928447,2,1,1,3,1
1928458,1,1,4,6,1
1928890,1,6,1,2,1
1928954,1,2,6,5,1
1929143,2,1,2,1,1
1929146,2,3,1,1,1
1929149,2,4,2,1,3
1929167,2,1,6,6,1
1929276,1,1,6,4,1
1929340,2,1,1,3,2
1929396,2,4,1,2,2
1930716,1,1,4,5,2
1931050,1,4,6,6,1
1931186,1,5,2,5,1
1931239,1,4,4,4,1
1932095,2,4,2,2,2
1932327,2,2,1,2,1
1932389,2,4,3,3,4
1932444,1,2,6,5,1
1932472,1,5,4,2,4
1932516,1,5,6,3,4
1932948,1,3,5,4,3
1932996,2,6,1,1,4
1933034,2,2,1,1,1
1933183,1,4,6,6,1
1933274,1,1,4,4,1
1933569,2,5,4,3,3
1933573,2,4,6,6,1
1933614,2,3,6,5,1
1933812,1,5,5,4,4
1934408,1,1,1,1,1
1934505,2,4,3,3,3
1934615,2,1,3,2,1
1935197,2,3,1,2,1
1935362,1,1,4,4,3
1935701,2,5,2,3,1
1935900,1,1,4,5,2
1936333,1,1,2,2,1
1936532,1,1,2,1,3
1936764,1,1,4,4,1
1937079,2,3,3,4,1
1937245,2,2,2,1,1
1937295,2,3,1,2,1
1938242,1,5,4,3,3
1938674,1,1,4,4,1
1939015,1,4,5,6,1
1939168,1,4,3,4,1
1939514,2,4,1,1,2
1940926,1,2,2,6,1
1941418,1,2,6,6,4
1942028,1,5,1,1,3
1942644,2,3,1,1,1
1942757,2,1,3,1,1
1943518,1,1,6,6,1
1943806,1,1,1,2,1
